Id,SalePrice
1461,118409.0
1462,153073.0
1463,185025.0
1464,185871.0
1465,192187.0
1466,176625.0
1467,170842.0
1468,168724.0
1469,183792.0
1470,129009.0
1471,190852.0
1472,99148.0
1473,95206.0
1474,151040.0
1475,131865.0
1476,362807.0
1477,250010.0
1478,305118.0
1479,257748.0
1480,482453.0
1481,309972.0
1482,205214.0
1483,172006.0
1484,168726.0
1485,184609.0
1486,196898.0
1487,319812.0
1488,227915.0
1489,192385.0
1490,209182.0
1491,192156.0
1492,92207.0
1493,189243.0
1494,292699.0
1495,299761.0
1496,242070.0
1497,186541.0
1498,169598.0
1499,165700.0
1500,159590.0
1501,176374.0
1502,161005.0
1503,288106.0
1504,235975.0
1505,221015.0
1506,181172.0
1507,217152.0
1508,200251.0
1509,162436.0
1510,155104.0
1511,154245.0
1512,172812.0
1513,147369.0
1514,166277.0
1515,184790.0
1516,162080.0
1517,156379.0
1518,130399.0
1519,217537.0
1520,133551.0
1521,133810.0
1522,167283.0
1523,114761.0
1524,120113.0
1525,123770.0
1526,124034.0
1527,107176.0
1528,134069.0
1529,149642.0
1530,178484.0
1531,117527.0
1532,101473.0
1533,133590.0
1534,114661.0
1535,147691.0
1536,110789.0
1537,63387.0
1538,174351.0
1539,223518.0
1540,93854.0
1541,145664.0
1542,140729.0
1543,192887.0
1544,80033.0
1545,111388.0
1546,130814.0
1547,138732.0
1548,133617.0
1549,117812.0
1550,140017.0
1551,108366.0
1552,135572.0
1553,143585.0
1554,110610.0
1555,164468.0
1556,91951.0
1557,113878.0
1558,97776.0
1559,78629.0
1560,143020.0
1561,131461.0
1562,127548.0
1563,124929.0
1564,156923.0
1565,146376.0
1566,225334.0
1567,73658.0
1568,230504.0
1569,137134.0
1570,132605.0
1571,122693.0
1572,144162.0
1573,230211.0
1574,120282.0
1575,218792.0
1576,219443.0
1577,184408.0
1578,152600.0
1579,143166.0
1580,190303.0
1581,148353.0
1582,130990.0
1583,312195.0
1584,223404.0
1585,138038.0
1586,71413.0
1587,106547.0
1588,146152.0
1589,90127.0
1590,127058.0
1591,97898.0
1592,114078.0
1593,128694.0
1594,130247.0
1595,114751.0
1596,219320.0
1597,190357.0
1598,204989.0
1599,181532.0
1600,175118.0
1601,73010.0
1602,120712.0
1603,78495.0
1604,272387.0
1605,243495.0
1606,162626.0
1607,162615.0
1608,213492.0
1609,183845.0
1610,157797.0
1611,144122.0
1612,161125.0
1613,156204.0
1614,116969.0
1615,90398.0
1616,81350.0
1617,92503.0
1618,127533.0
1619,137260.0
1620,142465.0
1621,137189.0
1622,151056.0
1623,281204.0
1624,211278.0
1625,120038.0
1626,169968.0
1627,191150.0
1628,285833.0
1629,181578.0
1630,342239.0
1631,222114.0
1632,229622.0
1633,177156.0
1634,182575.0
1635,179373.0
1636,152580.0
1637,189472.0
1638,202428.0
1639,178474.0
1640,248996.0
1641,183433.0
1642,235802.0
1643,221379.0
1644,239052.0
1645,192130.0
1646,157325.0
1647,163989.0
1648,135334.0
1649,142087.0
1650,118409.0
1651,119555.0
1652,98350.0
1653,100155.0
1654,157446.0
1655,150860.0
1656,146442.0
1657,153648.0
1658,156937.0
1659,125923.0
1660,149383.0
1661,442214.0
1662,403621.0
1663,378315.0
1664,466373.0
1665,305951.0
1666,314760.0
1667,370963.0
1668,330662.0
1669,311597.0
1670,328849.0
1671,266232.0
1672,471539.0
1673,297023.0
1674,243878.0
1675,183874.0
1676,189330.0
1677,209252.0
1678,490595.0
1679,389098.0
1680,312751.0
1681,244108.0
1682,315601.0
1683,183486.0
1684,171030.0
1685,175137.0
1686,170747.0
1687,170427.0
1688,185626.0
1689,192900.0
1690,194007.0
1691,185683.0
1692,274666.0
1693,174601.0
1694,184786.0
1695,172079.0
1696,283624.0
1697,174248.0
1698,358463.0
1699,292284.0
1700,242405.0
1701,266303.0
1702,243105.0
1703,244302.0
1704,283050.0
1705,230904.0
1706,357827.0
1707,207635.0
1708,201926.0
1709,270757.0
1710,210035.0
1711,267366.0
1712,233461.0
1713,256276.0
1714,218853.0
1715,206899.0
1716,178467.0
1717,171428.0
1718,133391.0
1719,208586.0
1720,239391.0
1721,162158.0
1722,125670.0
1723,153622.0
1724,203680.0
1725,238684.0
1726,186619.0
1727,156886.0
1728,187898.0
1729,166985.0
1730,151889.0
1731,122347.0
1732,133138.0
1733,114578.0
1734,121729.0
1735,127472.0
1736,115848.0
1737,332922.0
1738,230802.0
1739,256899.0
1740,193626.0
1741,181804.0
1742,173769.0
1743,173636.0
1744,332677.0
1745,218064.0
1746,227701.0
1747,214121.0
1748,214081.0
1749,155738.0
1750,131864.0
1751,233682.0
1752,122600.0
1753,141290.0
1754,198313.0
1755,169616.0
1756,124948.0
1757,121250.0
1758,144114.0
1759,168776.0
1760,163055.0
1761,149300.0
1762,179167.0
1763,174813.0
1764,120506.0
1765,150443.0
1766,183270.0
1767,210392.0
1768,138357.0
1769,172881.0
1770,145607.0
1771,131949.0
1772,132580.0
1773,127426.0
1774,133967.0
1775,137738.0
1776,117045.0
1777,115448.0
1778,138102.0
1779,125490.0
1780,183870.0
1781,128479.0
1782,88886.0
1783,144935.0
1784,113967.0
1785,108547.0
1786,134974.0
1787,163643.0
1788,58232.0
1789,89681.0
1790,85330.0
1791,175158.0
1792,153635.0
1793,137428.0
1794,149055.0
1795,134380.0
1796,125977.0
1797,104077.0
1798,122894.0
1799,111512.0
1800,133443.0
1801,129513.0
1802,128269.0
1803,145941.0
1804,140835.0
1805,135756.0
1806,115705.0
1807,141446.0
1808,127392.0
1809,126858.0
1810,139580.0
1811,107473.0
1812,101340.0
1813,122708.0
1814,99010.0
1815,50582.0
1816,100333.0
1817,113369.0
1818,140600.0
1819,116546.0
1820,61429.0
1821,113980.0
1822,145082.0
1823,42882.0
1824,125525.0
1825,136814.0
1826,112177.0
1827,110780.0
1828,131491.0
1829,115656.0
1830,137175.0
1831,158263.0
1832,82673.0
1833,140118.0
1834,121542.0
1835,141683.0
1836,120984.0
1837,93296.0
1838,132361.0
1839,94260.0
1840,156831.0
1841,142827.0
1842,94665.0
1843,133687.0
1844,138846.0
1845,148090.0
1846,156578.0
1847,154611.0
1848,56754.0
1849,111518.0
1850,123154.0
1851,150613.0
1852,123957.0
1853,130683.0
1854,169171.0
1855,148724.0
1856,220683.0
1857,154946.0
1858,135626.0
1859,119934.0
1860,150915.0
1861,119750.0
1862,299983.0
1863,290072.0
1864,290107.0
1865,324210.0
1866,328441.0
1867,228112.0
1868,295031.0
1869,195114.0
1870,231263.0
1871,258053.0
1872,174789.0
1873,235823.0
1874,141112.0
1875,208577.0
1876,196770.0
1877,210377.0
1878,203761.0
1879,132747.0
1880,134644.0
1881,239037.0
1882,251134.0
1883,195043.0
1884,208248.0
1885,254001.0
1886,298042.0
1887,206161.0
1888,272449.0
1889,167935.0
1890,121518.0
1891,131635.0
1892,104486.0
1893,136852.0
1894,126635.0
1895,136753.0
1896,126867.0
1897,114674.0
1898,116773.0
1899,145147.0
1900,156948.0
1901,171266.0
1902,135972.0
1903,217142.0
1904,135565.0
1905,191153.0
1906,147433.0
1907,200801.0
1908,111164.0
1909,138883.0
1910,119806.0
1911,209537.0
1912,290667.0
1913,150698.0
1914,49373.0
1915,322074.0
